QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20232,05091174,22,0,5,01,D,100,D,.0609,D,23565,D,15,D,200,D,,A,,A,,A,,A,0,D,82,D,82,D,83,D,118,D,118,D,117,D,,A,09,D,2022,D,1,D,,A,23241,D,23159,D,23076,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05092144,23,0,5,01,D,100,D,.0600,D,97500,D,15,D,823,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,02,D,2023,D,2,D,022023,D,97500,D,97500,D,97500,D,01,D,,A,2,D,,A,591,D,2038,T,591,D,,A,2,D
20232,05092144,45,0,5,01,D,100,D,.0600,D,193000,D,10,D,2156,T,,B,,B,,B,,B,57,D,0,D,0,D,0,D,,A,,A,,A,022023,D,11,D,2022,D,2,D,,A,208744,T,207935,T,207123,T,01,D,,A,2,D,,A,500,D,500,D,500,D,,A,2,D
20232,05094734,22,0,5,01,D,100,D,.0609,D,118000,D,5,D,2156,T,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,03,D,2022,D,2,D,,A,100736,D,98961,D,97177,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20232,05095294,29,0,5,01,D,100,D,.0529,D,145000,D,10,D,1559,D,,C,,C,,C,,C,0,D,1187,D,1192,D,1198,D,372,D,367,D,361,D,,A,03,D,2018,D,1,D,,A,84363,D,83176,D,81984,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20232,05097554,22,0,5,01,D,100,D,.0700,D,37207,D,10,D,432,D,,A,,A,,A,,A,0,D,394,D,396,D,398,D,38,D,36,D,34,D,,A,05,D,2014,D,1,D,,A,6582,D,6188,D,5792,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05104354,16,0,5,01,D,100,D,.0400,F,30000,F,15,F,250,F,,B,,B,,B,,B,28,D,124,F,124,F,125,F,98,F,98,F,97,F,,A,10,F,2022,F,1,F,,A,29386,F,29262,F,29137,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05109064,54,0,5,01,D,100,D,.0900,D,147890,D,15,D,1500,D,,A,,A,,A,,A,0,D,397,D,400,D,403,D,1103,D,1100,D,1097,D,,A,01,D,2023,D,1,D,,A,147105,D,146709,D,146309,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05110594,19,0,5,01,D,100,D,.0500,D,29506,D,17,D,215,D,,A,,A,,A,,A,0,D,116,D,116,D,117,D,99,D,99,D,98,D,,A,08,D,2018,D,1,D,,A,23829,D,23713,D,23597,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05114654,26,0,5,01,D,100,D,.0550,D,31412,D,5,D,600,D,,A,,A,,A,,A,0,D,480,D,482,D,484,D,120,D,118,D,116,D,,A,03,D,2022,D,1,D,,A,26279,D,25800,D,25318,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05115854,21,0,5,01,D,100,D,.0529,F,75000,F,10,F,806,F,,A,,A,,A,,A,0,D,605,F,608,F,611,F,201,F,198,F,195,F,,A,07,F,2018,F,1,F,,A,45485,F,44880,F,44272,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05117084,16,0,5,01,D,100,D,.0475,D,60000,D,10,D,650,D,,B,,B,,B,,B,21,D,487,D,488,D,490,D,142,D,141,D,139,D,,A,07,D,2018,D,1,D,,A,35997,D,35510,D,35022,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05117294,19,0,5,01,D,100,D,.0371,D,60000,D,5,D,1097,D,,C,,C,,C,,C,0,D,958,D,961,D,964,D,139,D,136,D,133,D,,A,10,D,2021,D,1,D,,A,45073,D,44115,D,43155,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20232,05118164,33,0,5,01,D,100,D,.0620,D,25000,D,10,D,280,D,,A,,A,,A,,A,0,D,228,D,229,D,230,D,52,D,51,D,50,D,,A,06,D,2016,D,1,D,,A,10104,D,9876,D,9647,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05118804,18,0,5,01,D,100,D,.0400,D,28390,D,15,D,210,D,,A,,A,,A,,A,0,D,122,D,122,D,123,D,88,D,88,D,87,D,,A,09,D,2021,D,1,D,,A,26376,D,26254,D,26131,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05120074,46,0,5,01,D,100,D,.0625,D,14551,D,5,D,283,D,,A,,A,,A,,A,0,D,266,D,267,D,269,D,17,D,16,D,14,D,,A,02,D,2019,D,1,D,,A,3284,D,3018,D,2751,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05123164,31,0,5,01,D,100,D,.0473,D,30000,D,15,D,302,D,,B,,B,,B,,B,69,D,184,D,185,D,185,D,49,D,48,D,48,D,,A,02,D,2013,D,1,D,,A,12436,D,12252,D,12068,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05201373,14,0,5,01,D,100,D,.0529,F,75000,F,10,F,806,F,,A,,A,,A,,A,0,D,603,F,605,F,608,F,203,F,201,F,198,F,,A,07,F,2018,F,1,F,,A,46088,F,45485,F,44880,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05204293,31,0,5,01,D,100,D,.0609,D,172000,D,15,D,1460,D,,A,,A,,A,,A,0,D,1282,D,1288,D,1295,D,1718,D,1712,D,1705,D,,A,01,D,2022,D,2,D,,A,164757,D,164133,D,163507,D,01,D,1,D,,A,,A,1920,T,2038,T,1920,T,1,D,2,D
20232,05205953,27,0,5,01,D,100,D,.0400,D,212362,T,10,D,2156,T,,C,,C,,C,,C,0,D,1409,D,1414,D,1418,D,616,D,611,D,607,D,,A,02,D,2022,D,2,D,,A,208744,T,207935,T,207123,T,01,D,1,D,,A,,A,1920,T,2038,T,1920,T,,C,,A
20232,05212453,40,0,5,01,D,100,D,.0450,D,13072,D,15,D,100,D,,A,,A,,A,,A,0,D,60,D,60,D,60,D,40,D,40,D,40,D,,A,06,D,2019,D,1,D,,A,10698,D,10638,D,10578,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05213603,28,0,5,01,D,100,D,.0609,D,50000,D,10,D,1000,D,,B,,B,,B,,B,443,D,321,D,322,D,324,D,236,D,235,D,233,D,,A,03,D,2022,D,1,D,,A,46578,D,46258,D,45935,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05216993,24,0,5,01,D,100,D,.0725,D,19853,D,16,D,175,D,,A,,A,,A,,A,0,D,75,D,76,D,76,D,100,D,99,D,99,D,,A,10,D,2018,D,1,D,,A,16501,D,16426,D,16350,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05217293,33,0,5,01,D,100,D,.0472,D,100000,D,15,D,920,D,,B,,B,,B,,B,144,D,448,D,449,D,451,D,328,D,327,D,325,D,,A,10,D,2019,D,1,D,,A,83459,D,83011,D,82561,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05217293,34,0,5,02,D,200,D,.0386,D,175000,D,15,D,2000,D,3,D,,A,,A,,A,718,D,782,D,784,D,787,D,500,D,498,D,495,D,,A,12,D,2020,D,1,D,,A,155532,D,154751,D,153966,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05220553,28,0,5,01,D,100,D,.0440,F,40000,F,15,F,1000,F,3,F,4,F,5,F,,A,696,D,207,F,208,F,209,F,97,F,96,F,95,F,,A,11,F,2016,F,1,F,,A,26446,F,26239,F,26032,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05220913,20,0,1,01,D,100,D,.0600,D,198162,D,10,D,2156,T,,A,,A,,A,,A,0,D,1284,D,1290,D,1297,D,916,D,910,D,903,D,,A,02,D,2022,D,1,D,,A,183246,D,181962,D,180672,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05226053,25,0,5,01,D,100,D,.0670,D,22000,D,10,D,252,D,,A,,A,,A,,A,0,D,90,D,91,D,91,D,70,D,69,D,69,D,,A,10,D,2021,D,2,D,,A,19702,D,19560,D,19418,D,01,D,1,D,,A,,A,150,D,150,D,160,D,1,D,2,D
20232,05234563,26,0,5,01,D,100,D,.0440,D,40000,D,15,D,1000,D,3,D,4,D,5,D,,A,696,D,208,D,209,D,209,D,96,D,95,D,95,D,,A,11,D,2016,D,1,D,,A,26239,D,26032,D,25823,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05254112,20,0,5,01,D,100,D,.0386,D,10000,F,5,F,184,F,,A,,A,,A,,A,0,D,168,F,168,F,169,F,16,F,16,F,15,F,,A,06,F,2020,F,1,F,,A,5059,F,4891,F,4723,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05255562,27,0,5,01,D,100,D,.0400,D,30000,D,15,D,250,D,,B,,B,,B,,B,28,D,123,D,124,D,124,D,99,D,98,D,98,D,,A,10,D,2022,D,1,D,,A,29633,D,29510,D,29386,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05256102,15,0,5,01,D,100,D,.0609,D,62795,D,10,D,700,D,,A,,A,,A,,A,0,D,383,D,385,D,387,D,317,D,315,D,313,D,,A,12,D,2022,D,1,D,,A,62414,D,62030,D,61645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05256142,43,0,5,01,D,100,D,.0700,D,120000,D,20,D,930,D,,A,,A,,A,,A,0,D,960,D,966,D,971,D,40,D,34,D,29,D,,A,08,D,2003,D,2,D,,A,6363,D,5470,D,4571,D,01,D,1,D,,A,,A,1920,T,900,D,1920,T,1,D,2,D
20232,05259192,32,0,5,01,D,100,D,.0400,D,98300,D,15,D,885,D,,B,,B,,B,,B,158,D,402,D,403,D,405,D,325,D,324,D,322,D,,A,11,D,2022,D,1,D,,A,97500,D,97098,D,96695,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05266352,26,0,5,01,D,100,D,.0529,D,130000,D,15,D,1157,D,,B,,B,,B,,B,109,D,616,D,618,D,621,D,432,D,430,D,427,D,,A,03,D,2018,D,1,D,,A,98078,D,97463,D,96844,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05269692,23,0,5,01,D,100,D,.0371,D,60000,F,5,F,1097,F,,C,,C,,C,,C,0,D,958,F,961,F,964,F,139,F,136,F,133,F,,A,10,F,2021,F,1,F,,A,45073,F,44115,F,43155,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20232,05271852,25,0,5,01,D,100,D,.0450,D,20000,D,1,D,2000,D,,B,,B,,B,,B,292,D,1563,T,,A,,A,6,D,,A,,A,,A,03,D,2022,D,1,D,,A,1696,D,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05274002,12,0,1,01,D,100,D,.0440,D,25000,D,7,D,350,D,,B,,B,,B,,B,4,D,343,D,345,D,,A,3,D,1,D,,A,,A,04,D,2016,D,1,D,,A,722,D,378,D,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05276962,26,0,5,01,D,100,D,.0620,F,25000,F,10,F,280,F,,A,,A,,A,,A,0,D,229,F,230,F,231,F,51,F,50,F,49,F,,A,06,F,2016,F,1,F,,A,9876,F,9647,F,9417,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05276972,27,0,5,01,D,100,D,.0386,D,212362,T,10,D,2000,D,,A,,A,,A,,A,0,D,1563,T,1507,T,1512,T,488,D,483,D,478,D,,A,06,D,2020,D,1,D,,A,151562,D,150050,D,148532,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05277222,28,0,5,01,D,100,D,.0609,F,50000,F,10,F,1000,F,,B,,B,,B,,B,443,D,322,F,324,F,326,F,235,F,233,F,231,F,,A,03,F,2022,F,1,F,,A,46258,F,45935,F,45612,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05277232,31,0,5,01,D,100,D,.0800,F,50000,F,15,F,478,F,,A,,A,,A,,A,0,D,0,F,0,F,0,F,,A,,A,,A,,A,01,F,2015,F,2,F,,A,50000,F,50000,F,50000,F,01,D,1,D,,A,,A,295,F,326,F,327,F,,A,2,D
20232,05278312,14,0,5,01,D,100,D,.0386,D,212362,V,10,F,2000,F,,A,,A,,A,,A,0,D,1563,V,1507,V,1512,V,488,F,483,F,478,F,,A,06,F,2020,F,1,F,,A,151562,F,150050,F,148532,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05279602,17,0,1,01,D,100,D,.0860,D,137274,D,20,D,1200,D,3,D,,A,,A,,A,0,D,816,D,822,D,828,D,384,D,378,D,372,D,,A,09,D,2007,D,1,D,,A,53576,D,52760,D,51938,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05280662,36,0,5,01,D,100,D,.0386,D,10000,D,5,D,184,D,,A,,A,,A,,A,0,D,169,D,169,D,170,D,15,D,15,D,14,D,,A,06,D,2020,D,1,D,,A,4723,D,4554,D,4385,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05287231,11,0,1,01,D,100,D,.0529,F,75000,F,10,F,806,F,,A,,A,,A,,A,0,D,603,F,605,F,608,F,203,F,201,F,198,F,,A,07,F,2018,F,1,F,,A,46088,F,45485,F,44880,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05287631,14,0,1,01,D,100,D,.0440,D,100000,D,15,D,760,D,,A,,A,,A,,A,0,D,525,D,527,D,529,D,235,D,233,D,231,D,,A,06,D,2016,D,1,D,,A,64034,D,63509,D,62982,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05289441,15,0,1,01,D,100,D,.0700,D,80000,D,20,D,677,D,,B,,B,,B,,B,57,D,508,D,511,D,514,D,112,D,109,D,106,D,,A,11,D,2005,D,1,D,,A,19173,D,18665,D,18154,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05290231,27,0,1,01,D,100,D,.0371,D,40000,D,20,D,451,D,3,D,4,D,,A,,A,215,D,117,D,118,D,118,D,119,D,118,D,118,D,,A,11,D,2021,D,1,D,,A,38395,D,38278,D,38160,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05291541,23,0,1,01,D,100,D,.0609,D,40000,D,19,D,300,D,,B,,B,,B,,B,4,D,94,D,95,D,95,D,152,D,151,D,151,D,,A,10,D,2022,D,1,D,,A,39720,D,39625,D,39530,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05294371,26,0,1,01,D,100,D,.0550,D,91222,D,10,D,990,D,,A,,A,,A,,A,0,D,585,D,588,D,591,D,405,D,402,D,399,D,,A,08,D,2022,D,1,D,,A,88336,D,87751,D,87163,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05295571,11,0,1,01,D,100,D,.0472,F,100000,F,15,F,920,F,,B,,B,,B,,B,144,D,446,F,448,F,449,F,330,F,328,F,327,F,,A,10,F,2019,F,1,F,,A,83905,F,83459,F,83011,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05345331,10,0,1,01,D,100,D,.0800,D,50000,D,15,D,478,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,,A,,A,,A,,A,01,D,2015,D,2,D,,A,50000,D,50000,D,50000,D,01,D,,A,2,D,,A,295,D,326,D,327,D,,A,2,D
20232,05347921,23,0,1,01,D,100,D,.0450,D,85000,D,15,D,700,D,,B,,B,,B,,B,50,D,430,D,432,D,434,D,165,D,164,D,162,D,,A,04,D,2017,D,1,D,,A,58541,D,58110,D,57678,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05348721,21,0,1,01,D,100,D,.0529,D,75000,D,10,D,806,D,,A,,A,,A,,A,0,D,605,D,608,D,611,D,201,D,198,D,195,D,,A,07,D,2018,D,1,D,,A,45485,D,44880,D,44272,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05349781,21,0,1,01,D,100,D,.0420,D,52000,D,15,D,390,D,,A,,A,,A,,A,0,D,233,D,233,D,234,D,157,D,157,D,156,D,,A,06,D,2020,D,1,D,,A,44970,D,44737,D,44504,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05353461,17,0,1,01,D,100,D,.0750,D,25000,D,20,D,201,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,11,D,2018,D,2,D,,A,22298,D,22236,D,22174,D,01,D,1,D,,A,,A,165,D,165,D,165,D,1,D,2,D
20232,05354271,27,0,1,01,D,100,D,.0579,D,192180,D,15,D,1600,D,,A,,A,,A,,A,0,D,1453,D,1507,T,1512,T,147,D,140,D,133,D,,A,10,D,2009,D,1,D,,A,30435,D,28982,D,27522,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05356251,15,0,1,01,D,100,D,.0400,F,212362,V,10,F,2156,V,,C,,C,,C,,C,0,D,1418,F,1423,F,1428,F,607,F,602,F,597,F,,A,02,F,2022,F,2,F,,A,181984,F,180566,F,179143,F,01,D,,C,,C,,C,1920,V,2038,V,1920,V,,C,,A
20232,05357101,16,0,1,01,D,100,D,.0386,D,145000,D,15,D,1542,D,3,D,4,D,,A,,A,480,D,650,D,652,D,654,D,379,D,377,D,375,D,,A,12,D,2020,D,1,D,,A,128228,D,127579,D,126927,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05357191,11,0,1,01,D,100,D,.0725,F,19853,F,16,F,175,F,,A,,A,,A,,A,0,D,76,F,76,F,77,F,99,F,99,F,98,F,,A,10,F,2018,F,1,F,,A,16426,F,16350,F,16274,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05359031,15,0,1,01,D,100,D,.0550,D,52000,D,15,D,450,D,,B,,B,,B,,B,25,D,218,D,219,D,220,D,207,D,206,D,205,D,,A,05,D,2020,D,1,D,,A,45149,D,44931,D,44712,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05359601,21,0,1,01,D,100,D,.0500,D,112000,D,15,D,1000,D,,B,,B,,B,,B,114,D,714,D,717,D,720,D,172,D,169,D,166,D,,A,07,D,2012,D,1,D,,A,41279,D,40565,D,39848,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05363741,19,0,1,01,D,100,D,.0500,D,5000,D,5,D,180,D,,B,,B,,B,,B,86,D,93,D,93,D,94,D,1,D,1,D,0,D,,A,06,D,2018,D,1,D,,A,304,D,211,D,118,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20232,05366781,12,0,1,01,D,100,D,.0900,F,147890,F,15,F,1500,F,,A,,A,,A,,A,0,D,397,F,400,F,403,F,1103,F,1100,F,1097,F,,A,01,F,2023,F,1,F,,A,147105,F,146709,F,146309,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05201374,13,0,5,01,D,100,D,.0615,F,73358,F,15,F,625,F,,A,,A,,A,,A,0,D,250,F,252,F,253,F,375,F,373,F,372,F,,A,03,F,2023,F,1,F,,A,73109,F,72859,F,72607,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05204294,27,0,5,01,D,100,D,.0609,D,172000,D,15,D,1460,D,,A,,A,,A,,A,0,D,1301,D,1308,D,1315,D,1699,D,1692,D,1685,D,,A,01,D,2022,D,2,D,,A,162877,D,162243,D,161607,D,01,D,1,D,,A,,A,1920,T,2038,T,1920,T,1,D,2,D
20233,05205724,15,0,1,01,D,100,D,.0371,D,212362,V,17,F,1628,F,,B,,B,,B,,B,7,D,913,F,916,F,919,F,708,F,705,F,702,F,,A,10,F,2021,F,1,F,,A,208744,V,207935,V,207123,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05208174,48,0,5,01,D,100,D,.0874,D,35000,D,3,D,1109,D,,A,,A,,A,,A,0,D,,A,854,D,860,D,,A,255,D,249,D,,A,05,D,2023,D,1,D,,A,,A,35000,D,34146,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05212074,8,0,1,01,D,100,D,.1000,D,25000,D,10,D,330,D,,C,,C,,C,,C,0,D,141,D,142,D,144,D,189,D,188,D,186,D,,A,10,D,2021,D,2,D,,A,22648,D,22506,D,22364,D,01,D,1,D,,A,,A,260,D,260,D,260,D,,C,,A
20233,05212454,54,0,5,01,D,100,D,.0450,D,13072,D,15,D,100,D,,A,,A,,A,,A,0,D,62,D,62,D,62,D,38,D,38,D,38,D,,A,01,D,2019,D,1,D,,A,10213,D,10151,D,10089,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05213094,11,0,1,01,D,100,D,.0500,D,11878,D,16,D,90,D,,A,,A,,A,,A,0,D,49,D,50,D,50,D,41,D,40,D,40,D,,A,04,D,2019,D,1,D,,A,9730,D,9681,D,9631,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05213604,29,0,5,01,D,100,D,.0609,D,50000,D,10,D,1000,D,,B,,B,,B,,B,443,D,326,D,327,D,329,D,231,D,230,D,228,D,,A,03,D,2022,D,1,D,,A,45612,D,45286,D,44959,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05215484,33,0,5,01,D,100,D,.0690,D,76907,D,10,D,889,D,,A,,A,,A,,A,0,D,525,D,528,D,531,D,364,D,361,D,358,D,,A,01,D,2021,D,1,D,,A,63376,D,62851,D,62324,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05216994,29,0,5,01,D,100,D,.0725,D,19853,D,16,D,175,D,,A,,A,,A,,A,0,D,77,D,77,D,78,D,98,D,98,D,97,D,,A,10,D,2018,D,1,D,,A,16274,D,16197,D,16120,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20233,05220554,33,0,5,01,D,100,D,.0609,F,40000,F,19,F,300,F,,B,,B,,B,,B,4,D,96,F,97,F,97,F,200,F,199,F,199,F,,A,10,F,2022,F,1,F,,A,39339,F,39243,F,39146,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
