QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOG,PROP0NOG,OWNYG,OWNYG_,NEWMRTG,NEWMRTG_,ORGMRTG,ORGMRTG_,QMRTTRMG,QMRT_RMG,MRTPMTG,MRTPMTG_,PAYPRTXG,PAYP_TXG,PAYPRING,PAYP_ING,PAYMRING,PAYM_ING,PAYOTHRG,PAYO_HRG,QESCROWG,QESC_OWG,QPRINM1G,QPRI_M1G,QPRINM2G,QPRI_M2G,QPRINM3G,QPRI_M3G,QADINT1G,QADI_T1G,QADINT2G,QADI_T2G,QADINT3G,QADI_T3G,QRFINDTG,QRFI_DTG,FRSTPYMG,FRST_YMG,FRSTPYRG,FRST_YRG,FIXDRTEG,FIXD_TEG,QNEWDATG,QNEW_ATG,QBLNCM1G,QBLN_M1G,QBLNCM2G,QBLN_M2G,QBLNCM3G,QBLN_M3G,LOAN_NOG,LOAN0NOG,VARRTEG,VARRTEG_,INTONLYG,INTO_LYG,OTHRTEG,OTHRTEG_,PAYMT1G,PAYMT1G_,PAYMT2G,PAYMT2G_,PAYMT3G,PAYMT3G_,PAYPRNPG,PAYP_NPG,PAYINTG,PAYINTG_
20234,05430122,47,0,1,01,D,100,D,.0975,D,47198,D,15,D,500,D,3,D,4,D,,A,,A,0,D,0,D,0,D,0,D,500,D,500,D,500,D,112023,D,06,D,2023,D,1,D,,A,47198,D,47198,D,47198,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20234,05435462,11,0,1,01,D,100,D,.0400,F,248595,V,10,F,2897,V,,A,,A,,A,,A,0,F,1386,F,1390,F,1395,F,639,F,635,F,630,F,,A,03,F,2023,F,1,F,,A,182789,V,263113,V,261556,V,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05436902,30,0,5,01,D,100,D,.0386,D,150000,D,10,D,1509,D,,A,,A,,A,,A,0,D,756,D,759,D,761,D,244,D,241,D,239,D,,A,12,D,2020,D,2,D,,A,114333,D,113192,D,112047,D,01,D,1,D,,A,,A,1163,T,1267,T,1300,T,1,D,2,D
20234,05441742,35,0,1,02,D,200,D,.0625,D,56911,D,10,D,639,D,,A,,A,,A,,A,0,D,417,D,420,D,422,D,222,D,219,D,217,D,,A,07,D,2020,D,1,D,,A,42556,D,42139,D,41719,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05442982,28,0,5,01,D,100,D,.0609,F,42265,F,20,F,305,F,,A,,A,,A,,A,0,F,95,F,95,F,96,F,210,F,210,F,209,F,,A,12,F,2022,F,1,F,,A,41434,F,41339,F,41244,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05444952,23,0,5,01,D,100,D,.0400,D,60000,D,15,D,450,D,,B,,B,,B,,B,6,D,257,D,258,D,259,D,187,D,186,D,185,D,,A,05,D,2022,D,1,D,,A,55997,D,55740,D,55481,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05445982,24,0,5,01,D,100,D,.0475,D,14000,D,15,D,158,D,,B,,B,,B,,B,49,D,73,D,73,D,73,D,36,D,36,D,36,D,,A,04,D,2017,D,1,D,,A,9187,D,9115,D,9042,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05446012,19,0,5,01,D,100,D,.0662,F,80000,F,20,F,677,F,,B,,B,,B,,B,75,F,516,F,519,F,521,F,86,F,83,F,81,F,,A,11,F,2005,F,1,F,,A,15632,F,15116,F,14597,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05540131,27,0,1,01,D,100,D,.0875,D,14608,D,15,D,146,D,,A,,A,,A,,A,0,D,42,D,42,D,42,D,104,D,104,D,104,D,,A,11,D,2022,D,1,D,,A,14284,D,14242,D,14200,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05541531,19,0,1,01,D,100,D,.0440,D,75500,D,14,D,603,D,,A,,A,,A,,A,0,D,529,D,531,D,533,D,74,D,72,D,70,D,,A,07,D,2012,D,1,D,,A,20249,D,19720,D,19189,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05542591,15,0,1,01,D,100,D,.0440,D,7000,D,15,D,200,D,,B,,B,,B,,B,147,D,38,D,38,D,38,D,15,D,15,D,15,D,,A,04,D,2016,D,1,D,,A,4205,D,4167,D,4130,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05545801,34,0,1,01,D,100,D,.0690,D,50000,D,10,D,593,D,,B,,B,,B,,B,15,D,337,D,339,D,341,D,241,D,239,D,237,D,,A,05,D,2021,D,1,D,,A,41878,D,41541,D,41202,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05547671,15,0,1,01,D,100,D,.0420,F,52000,F,15,F,390,F,,A,,A,,A,,A,0,F,238,F,238,F,239,F,152,F,152,F,151,F,,A,06,F,2020,F,1,F,,A,43562,F,43325,F,43086,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05548241,29,0,1,01,D,100,D,.0400,D,32000,D,10,D,789,D,3,D,4,D,,A,,A,465,D,260,D,261,D,262,D,64,D,63,D,62,D,,A,01,D,2019,D,1,D,,A,19165,D,18905,D,18644,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05548451,9,0,1,01,D,100,D,.0472,D,49125,D,16,D,365,D,,A,,A,,A,,A,0,D,212,D,212,D,213,D,153,D,153,D,152,D,,A,02,D,2019,D,1,D,,A,39024,D,38813,D,38601,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05551101,12,0,1,01,D,100,D,.0756,D,29645,D,15,D,300,D,,B,,B,,B,,B,24,D,,A,,A,89,D,,A,,A,187,D,,A,10,D,2023,D,1,D,,A,,A,,A,29645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05554011,17,0,1,01,D,100,D,.0756,F,65000,F,15,F,605,F,,A,,A,,A,,A,0,F,,A,,A,,A,,A,,A,,A,,A,09,F,2023,F,2,F,,A,65000,F,64805,F,64608,F,01,D,,A,,A,,A,350,F,350,F,350,F,1,D,2,D
20234,05558951,19,0,1,01,D,100,D,.0420,D,3080,D,5,D,57,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,07,D,2018,D,1,D,,A,,A,,A,,A,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05566571,23,0,1,01,D,100,D,.0756,D,65000,D,15,D,605,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,09,D,2023,D,2,D,,A,65000,D,64805,D,64608,D,01,D,,C,,C,,C,350,D,350,D,350,D,1,D,2,D
20234,05566741,20,0,1,01,D,100,D,.0690,F,50000,F,10,F,593,F,,B,,B,,B,,B,15,F,337,F,339,F,341,F,241,F,239,F,237,F,,A,05,F,2021,F,1,F,,A,41878,F,41541,F,41202,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05568681,19,0,1,01,D,100,D,.0386,D,35000,D,15,D,301,D,,B,,B,,B,,B,45,D,163,D,164,D,164,D,93,D,92,D,92,D,,A,05,D,2020,D,1,D,,A,28888,D,28725,D,28562,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05569091,25,0,1,01,D,100,D,.0400,D,248595,T,10,D,2897,T,,A,,A,,A,,A,0,D,1386,D,1390,D,1395,D,639,D,635,D,630,D,,A,03,D,2023,D,1,D,,A,182789,T,263113,T,261556,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05571451,13,0,1,01,D,100,D,.0400,D,52000,D,10,D,539,D,,B,,B,,B,,B,13,D,509,D,510,D,512,D,17,D,16,D,14,D,,A,07,D,2014,D,1,D,,A,5232,D,4724,D,4214,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20234,05571761,25,0,1,01,D,100,D,.0609,D,42265,D,20,D,305,D,,A,,A,,A,,A,0,D,95,D,95,D,96,D,210,D,210,D,209,D,,A,12,D,2022,D,1,D,,A,41434,D,41339,D,41244,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05289444,20,0,5,01,D,100,D,.0662,D,80000,D,20,D,677,D,,B,,B,,B,,B,75,D,524,D,527,D,530,D,78,D,75,D,72,D,,A,11,D,2005,D,1,D,,A,14076,D,13552,D,13024,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05290234,21,0,5,01,D,100,D,.0371,D,40000,D,20,D,451,D,3,D,4,D,,A,,A,215,D,121,D,121,D,121,D,115,D,115,D,115,D,,A,11,D,2021,D,1,D,,A,37327,D,37206,D,37085,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05291544,23,0,5,01,D,100,D,.0609,D,40000,D,19,D,300,D,,B,,B,,B,,B,4,D,99,D,99,D,100,D,197,D,197,D,196,D,,A,10,D,2022,D,1,D,,A,38852,D,38753,D,38654,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05293524,16,0,5,01,D,100,D,.0475,D,99881,D,7,D,1400,D,,A,,A,,A,,A,0,D,1378,D,1384,D,1389,D,22,D,16,D,11,D,,A,02,D,2017,D,1,D,,A,5546,D,4168,D,2784,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05345334,15,0,5,01,D,100,D,.0800,D,50000,D,15,D,478,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,368,D,368,D,368,D,,A,01,D,2015,D,2,D,,A,50000,D,50000,D,50000,D,01,D,,A,2,D,,A,356,D,418,D,368,D,,A,2,D
20241,05347924,25,0,5,01,D,100,D,.0450,D,85000,D,15,D,700,D,,B,,B,,B,,B,50,D,445,D,447,D,449,D,205,D,203,D,201,D,,A,04,D,2017,D,1,D,,A,54608,D,54163,D,53716,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05348724,18,0,5,01,D,100,D,.0529,D,75000,D,10,D,806,D,,A,,A,,A,,A,0,D,630,D,633,D,636,D,176,D,173,D,170,D,,A,07,D,2018,D,1,D,,A,39939,D,39309,D,38676,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05349784,31,0,5,01,D,100,D,.0420,D,52000,D,15,D,390,D,,A,,A,,A,,A,0,D,240,D,241,D,242,D,150,D,149,D,148,D,,A,06,D,2020,D,1,D,,A,42847,D,42607,D,42366,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05353464,26,0,5,01,D,100,D,.0750,D,25000,D,20,D,201,D,,A,,A,,A,,A,0,D,51,D,51,D,51,D,105,D,105,D,105,D,,A,11,D,2018,D,2,D,,A,21726,D,21660,D,21594,D,01,D,1,D,,A,,A,156,D,156,D,156,D,1,D,2,D
20241,05354274,48,0,5,01,D,100,D,.0440,D,155103,D,10,D,1600,D,,A,,A,,A,,A,0,D,1867,T,1413,D,1418,D,192,D,187,D,182,D,,A,10,D,2016,D,1,D,,A,52465,D,51057,D,49645,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05356254,23,0,5,01,D,100,D,.0609,F,64803,F,15,F,550,F,,C,,C,,C,,C,0,F,243,F,245,F,246,F,307,F,305,F,304,F,,A,04,F,2022,F,1,F,,A,60404,F,60161,F,59916,F,01,D,,C,,C,,C,,A,,A,,A,,C,,A
20241,05356454,19,0,5,01,D,100,D,.0756,F,50000,F,15,F,700,F,,B,,B,,B,,B,235,F,160,F,161,F,162,F,305,F,304,F,303,F,,A,01,F,2023,F,1,F,,A,48457,F,48297,F,48136,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05357104,24,0,5,01,D,100,D,.0386,D,145000,D,15,D,1542,D,3,D,4,D,,A,,A,480,D,669,D,671,D,673,D,393,D,391,D,389,D,,A,12,D,2020,D,1,D,,A,122307,D,121638,D,120968,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05357824,25,0,5,01,D,100,D,.0800,D,16484,D,10,D,200,D,,A,,A,,A,,A,0,D,,A,,A,90,D,,A,,A,110,D,,A,02,D,2024,D,1,D,,A,,A,,A,16484,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05361994,11,0,5,01,D,100,D,.0400,D,34000,D,14,D,530,D,3,D,4,D,,A,,A,265,D,176,D,176,D,177,D,89,D,89,D,88,D,,A,04,D,2020,D,1,D,,A,26825,D,26650,D,26474,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05366094,10,0,5,01,D,100,D,.0775,F,29216,F,15,F,275,F,,A,,A,,A,,A,0,F,87,F,87,F,88,F,188,F,188,F,187,F,,A,09,F,2023,F,1,F,,A,29130,F,29043,F,28955,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05366784,17,0,5,01,D,100,D,.0480,D,150000,D,5,D,2897,T,3,D,4,D,,A,,A,0,D,1867,T,2240,T,2251,T,473,D,463,D,454,D,,A,10,D,2022,D,1,D,,A,118142,D,115798,D,113444,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05411973,12,0,1,01,D,100,D,.0500,D,37937,D,15,D,300,D,,A,,A,,A,,A,0,D,147,D,147,D,148,D,153,D,153,D,152,D,,A,02,D,2023,D,1,D,,A,36785,D,36638,D,36491,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05417623,32,0,5,01,D,100,D,.0615,D,73358,D,15,D,625,D,,A,,A,,A,,A,0,D,258,D,259,D,261,D,367,D,366,D,364,D,,A,03,D,2023,D,1,D,,A,71588,D,71330,D,71070,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05419873,27,0,5,01,D,100,D,.0386,D,19879,D,20,D,119,D,,A,,A,,A,,A,0,D,62,D,62,D,62,D,57,D,57,D,57,D,,A,11,D,2020,D,1,D,,A,17843,D,17781,D,17719,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05420153,26,0,5,01,D,100,D,.0609,F,64803,F,15,F,550,F,,C,,C,,C,,C,0,F,243,F,245,F,246,F,307,F,305,F,304,F,,A,04,F,2022,F,1,F,,A,60404,F,60161,F,59916,F,01,D,,A,,A,3,D,,A,,A,,A,,C,,A
20241,05421773,28,0,5,01,D,100,D,.0500,D,150000,D,10,D,1591,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,04,D,2016,D,2,D,,A,44779,D,43375,D,41965,D,01,D,1,D,,A,,A,1163,T,1267,T,1300,T,1,D,2,D
20241,05426393,18,0,1,01,D,100,D,.0400,F,55000,F,10,F,716,F,,B,,B,,B,,B,159,F,446,F,447,F,449,F,111,F,110,F,108,F,,A,07,F,2019,F,1,F,,A,33378,F,32932,F,32485,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05428653,28,0,5,01,D,100,D,.0371,D,248595,T,17,D,1628,D,,B,,B,,B,,B,7,D,933,D,936,D,939,D,688,D,685,D,682,D,,A,10,D,2021,D,1,D,,A,182789,T,263113,T,261556,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05428853,42,0,5,01,D,100,D,.0750,D,45000,D,5,D,902,D,,A,,A,,A,,A,0,D,270,D,272,D,273,D,30,D,28,D,27,D,,A,04,D,2020,D,2,D,,A,14500,D,13689,D,12873,D,01,D,1,D,,A,,A,300,D,300,D,300,D,1,D,2,D
20241,05430123,25,0,5,01,D,100,D,.1000,D,125000,D,15,D,1343,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,1343,D,1343,D,1343,D,,A,11,D,2023,D,1,D,,A,182789,T,125000,D,125000,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05436903,28,0,5,01,D,100,D,.0386,D,150000,D,10,D,1509,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,12,D,2020,D,2,D,,A,110899,D,109747,D,108591,D,01,D,1,D,,A,,A,0,D,0,D,0,D,1,D,2,D
20241,05437263,17,0,5,01,D,100,D,.0799,D,99902,D,20,D,835,D,,A,,A,,A,,A,0,D,180,D,181,D,183,D,655,D,654,D,652,D,,A,03,D,2023,D,1,D,,A,98332,D,98152,D,97971,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05441743,42,0,5,02,D,200,D,.0625,D,56911,D,10,D,639,D,,A,,A,,A,,A,0,D,424,D,426,D,428,D,215,D,213,D,211,D,,A,07,D,2020,D,1,D,,A,41298,D,40874,D,40448,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05444003,19,0,5,01,D,100,D,.0371,D,14834,D,13,D,120,D,3,D,4,D,5,D,,A,0,D,83,D,83,D,83,D,37,D,37,D,37,D,,A,01,D,2021,D,1,D,,A,12098,D,12015,D,11933,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05445983,24,0,5,01,D,100,D,.0475,D,14000,D,15,D,158,D,,B,,B,,B,,B,49,D,73,D,74,D,74,D,36,D,35,D,35,D,,A,04,D,2017,D,1,D,,A,8969,D,8895,D,8821,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05446013,24,0,5,01,D,100,D,.0662,F,80000,F,20,F,677,F,,B,,B,,B,,B,75,F,524,F,527,F,530,F,78,F,75,F,72,F,,A,11,F,2005,F,1,F,,A,14076,F,13552,F,13024,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05541532,28,0,5,01,D,100,D,.0440,D,75500,D,14,D,603,D,,A,,A,,A,,A,0,D,535,D,537,D,539,D,68,D,66,D,64,D,,A,07,D,2012,D,1,D,,A,18657,D,18122,D,17586,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05542592,15,0,5,01,D,100,D,.0440,D,7000,D,15,D,200,D,,B,,B,,B,,B,147,D,38,D,38,D,38,D,15,D,15,D,15,D,,A,04,D,2016,D,1,D,,A,4092,D,4054,D,4016,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05544312,21,0,5,01,D,100,D,.0799,F,99902,F,20,F,835,F,,A,,A,,A,,A,0,F,180,F,181,F,183,F,655,F,654,F,652,F,,A,03,F,2023,F,1,F,,A,98332,F,98152,F,97971,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05545802,33,0,5,01,D,100,D,.0690,D,50000,D,10,D,593,D,,B,,B,,B,,B,15,D,343,D,345,D,347,D,235,D,233,D,231,D,,A,05,D,2021,D,1,D,,A,40861,D,40518,D,40173,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05548242,26,0,5,01,D,100,D,.0400,D,32000,D,10,D,789,D,3,D,4,D,,A,,A,465,D,263,D,264,D,264,D,61,D,60,D,60,D,,A,01,D,2019,D,1,D,,A,18382,D,18119,D,17856,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05556892,12,0,1,01,D,100,D,.0690,F,50000,F,10,F,593,F,,B,,B,,B,,B,15,F,343,F,345,F,347,F,235,F,233,F,231,F,,A,05,F,2021,F,1,F,,A,40861,F,40518,F,40173,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05558952,21,0,5,01,D,100,D,.0420,D,248595,T,10,D,2897,T,,A,,A,,A,,A,0,D,1867,T,2240,T,2251,T,400,D,393,D,387,D,,A,07,D,2018,D,1,D,,A,114183,D,112335,D,110480,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05566572,33,0,5,01,D,100,D,.0756,D,65000,D,15,D,605,D,,A,,A,,A,,A,0,D,79,D,79,D,80,D,161,D,161,D,160,D,,A,09,D,2023,D,2,D,,A,64410,D,64211,D,64011,D,01,D,,C,,C,,C,450,D,240,D,240,D,1,D,2,D
20241,05566742,29,0,5,01,D,100,D,.0750,F,45000,F,5,F,902,F,,A,,A,,A,,A,0,F,270,F,272,F,273,F,30,F,28,F,27,F,,A,04,F,2020,F,2,F,,A,14500,F,13689,F,12873,F,01,D,,A,,A,,A,300,F,300,F,300,F,1,D,2,D
20241,05568682,19,0,5,01,D,100,D,.0386,D,35000,D,15,D,301,D,,B,,B,,B,,B,45,D,166,D,167,D,167,D,90,D,89,D,89,D,,A,02,D,2020,D,1,D,,A,27902,D,27736,D,27569,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05571452,16,0,5,01,D,100,D,.0400,D,52000,D,10,D,539,D,,B,,B,,B,,B,13,D,515,D,517,D,519,D,11,D,9,D,7,D,,A,06,D,2014,D,1,D,,A,3188,D,2673,D,2156,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05575911,19,0,1,01,D,100,D,.0775,D,29216,D,15,D,275,D,,A,,A,,A,,A,0,D,87,D,87,D,88,D,188,D,188,D,187,D,,A,09,D,2023,D,1,D,,A,29130,D,29043,D,28955,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05575991,18,0,1,01,D,100,D,.0440,D,150000,D,15,D,1200,D,,B,,B,,B,,B,60,D,823,D,826,D,829,D,317,D,314,D,311,D,,A,03,D,2016,D,1,D,,A,86405,D,85581,D,84755,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05578861,12,0,1,01,D,100,D,.0756,F,50000,F,15,F,700,F,,B,,B,,B,,B,235,F,160,F,161,F,162,F,305,F,304,F,303,F,,A,01,F,2023,F,1,F,,A,48457,F,48297,F,48136,F,01,D,,C,,C,,C,,A,,A,,A,1,D,2,D
20241,05579811,17,0,1,01,D,100,D,.0386,D,74231,D,8,D,900,D,,A,,A,,A,,A,0,D,0,D,0,D,0,D,900,D,900,D,900,D,,A,03,D,2020,D,1,D,,A,74231,D,74231,D,74231,D,01,D,,A,,A,,A,,A,,A,,A,,A,2,D
20241,05581221,18,0,1,01,D,100,D,.0800,D,16484,D,10,D,200,D,,A,,A,,A,,A,0,D,91,D,92,D,93,D,109,D,108,D,107,D,,A,08,D,2023,D,1,D,,A,16303,D,16212,D,16120,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05582091,21,0,1,01,D,100,D,.0529,D,90000,D,20,D,608,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,10,D,2018,D,2,D,,A,75495,D,75219,D,74942,D,01,D,1,D,,A,,A,1163,T,850,D,1300,T,1,D,2,D
20241,05584441,12,0,1,01,D,100,D,.0900,D,27630,D,10,D,350,D,,A,,A,,A,,A,0,D,,A,143,D,144,D,,A,207,D,206,D,,A,11,D,2023,D,1,D,,A,,A,27630,D,27487,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05587041,20,0,1,01,D,100,D,.0900,D,50000,D,10,D,633,D,,A,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,10,D,2022,D,2,D,,A,46486,D,46201,D,45914,D,01,D,1,D,,A,,A,1163,T,1267,T,1300,T,1,D,2,D
20241,05590051,35,0,1,01,D,100,D,.0609,D,64803,D,15,D,550,D,,C,,C,,C,,C,0,D,243,D,245,D,246,D,307,D,305,D,304,D,,A,04,D,2022,D,1,D,,A,60404,D,60161,D,59916,D,01,D,,A,,A,,A,,A,,A,,A,,C,,A
20241,05591521,16,0,1,01,D,100,D,.0756,D,50000,D,15,D,700,D,,B,,B,,B,,B,235,D,160,D,161,D,162,D,305,D,304,D,303,D,,A,01,D,2023,D,1,D,,A,48457,D,48297,D,48136,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05593081,14,0,1,01,D,100,D,.0600,D,60000,D,15,D,600,D,,B,,B,,B,,B,94,D,222,D,223,D,224,D,284,D,283,D,282,D,,A,08,D,2022,D,1,D,,A,56799,D,56577,D,56354,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05593641,28,0,1,01,D,100,D,.0799,F,99902,F,20,F,835,F,,A,,A,,A,,A,0,F,180,F,181,F,183,F,655,F,654,F,652,F,,A,03,F,2023,F,1,F,,A,98332,F,98152,F,97971,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05604721,31,0,1,01,D,100,D,.0400,D,55000,D,10,D,716,D,,B,,B,,B,,B,159,D,446,D,447,D,449,D,111,D,110,D,108,D,,A,07,D,2019,D,1,D,,A,33378,D,32932,D,32485,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20241,05606031,8,0,1,01,D,100,D,.0762,D,248595,T,10,D,2897,T,,C,,C,,C,,C,0,D,,A,2240,T,2251,T,,A,2858,D,2842,D,,A,01,D,2024,D,2,D,,A,,A,263113,T,261556,T,01,D,,A,,A,3,D,0,D,0,D,1300,T,,C,,A
