QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20232,05090784,46,0,5,01,D,100,D,1,D,0.0966,D,4248,D,-879,D,01,D,175900,D
20232,05090824,25,0,5,01,D,100,D,1,D,0.0966,D,1280,D,-80,D,01,D,53000,D
20232,05091874,43,0,5,01,D,100,D,1,D,0.0966,D,676,D,824,D,01,D,28000,D
20232,05092144,24,0,5,01,D,100,D,1,D,0.0966,D,2343,D,430,D,01,D,97000,D
20232,05092164,37,0,5,01,D,100,D,1,D,0.0966,D,929,D,-312,D,01,D,38454,D
20232,05094414,22,0,5,01,D,100,D,1,D,0.0966,D,942,D,-42,D,01,D,39000,D
20232,05094734,23,0,5,01,D,100,D,1,D,0.0966,D,2124,D,3289,D,01,D,87951,D
20232,05094824,23,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05096864,22,0,5,01,D,100,D,1,D,0.0966,D,700,D,8,D,01,D,29000,D
20232,05097034,33,0,5,01,D,100,D,1,D,0.0966,D,725,D,-188,D,01,D,30000,D
20232,05098044,50,0,5,01,D,100,D,1,D,0.0966,D,2029,D,7565,D,01,D,84000,D
20232,05098164,35,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05099904,28,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05100004,16,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,46000,D
20232,05100054,28,0,5,01,D,100,D,1,D,0.0966,D,688,D,1512,D,01,D,28482,D
20232,05100374,21,0,5,01,D,100,D,1,D,0.0966,D,435,D,1065,D,01,D,18000,D
20232,05100574,22,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05101154,20,0,5,01,D,100,D,1,D,0.0966,D,126,D,1374,D,01,D,5200,D
20232,05101504,40,0,5,01,D,100,D,2,D,0.0966,D,700,F,8,F,01,D,29000,F
20232,05105284,13,0,5,01,D,100,D,1,D,0.0966,D,290,D,214,D,01,D,12000,D
20232,05105534,52,0,5,01,D,100,D,1,D,0.0966,D,290,D,286,D,01,D,12000,D
20232,05106624,33,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05106994,28,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05107334,18,0,5,01,D,100,D,1,D,0.0966,D,664,F,-184,F,01,D,27500,F
20232,05108894,26,0,5,01,D,100,D,1,D,0.0966,D,1063,D,-163,D,01,D,44000,D
20232,05109634,43,0,5,01,D,100,D,1,D,0.0966,D,2222,D,-222,D,01,D,92000,D
20232,05110514,22,0,5,01,D,100,D,2,D,0.0966,D,894,F,1106,F,01,D,37000,F
20232,05111274,26,0,5,01,D,100,D,1,D,0.0966,D,1111,D,189,D,01,D,46000,D
20232,05111894,34,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05112644,30,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05113664,37,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05114234,18,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05114654,27,0,5,01,D,100,D,1,D,0.0966,D,459,D,79417,T,01,D,19000,D
20232,05114834,31,0,5,01,D,100,D,1,D,0.0966,D,391,D,-241,D,01,D,16200,D
20232,05115104,16,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05115334,51,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05117204,28,0,5,01,D,100,D,1,D,0.0966,D,242,D,283,D,01,D,10000,D
20232,05118034,21,0,5,01,D,100,D,1,D,0.0966,D,1932,D,-1707,D,01,D,80000,D
20232,05119634,30,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05119914,29,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05120384,22,0,5,01,D,100,D,1,D,0.0966,D,1787,D,163,D,01,D,74000,D
20232,05120714,23,0,5,01,D,100,D,1,D,0.0966,D,196,D,1004,D,01,D,8100,D
20232,05122154,25,0,5,01,D,100,D,1,D,0.0966,D,942,D,98,D,01,D,39000,D
20232,05122404,34,0,5,01,D,100,D,1,D,0.0966,D,2318,D,2782,D,01,D,96000,D
20232,05123294,37,0,5,01,D,100,D,1,D,0.0966,D,1328,D,3172,D,01,D,55000,D
20232,05124014,33,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05124314,26,0,5,01,D,100,D,1,D,0.0966,D,521,D,-95,D,01,D,21594,D
20232,05203043,33,0,5,01,D,100,D,2,D,0.0966,D,2222,F,-222,F,01,D,92000,F
20232,05203213,28,0,5,01,D,100,D,1,D,0.0966,D,913,D,587,D,01,D,37800,D
20232,05204293,32,0,5,01,D,100,D,2,D,0.0966,D,929,F,-312,F,01,D,38454,F
20232,05204613,32,0,5,01,D,100,D,1,D,0.0966,D,1473,D,4633,D,01,D,61000,D
20232,05205783,27,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05205953,29,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,160000,D
20232,05206523,19,0,1,01,D,100,D,1,D,0.0966,D,2487,D,-42,D,01,D,103000,D
20232,05207583,42,0,5,01,D,100,D,1,D,0.0966,D,5555,D,-287,D,01,D,230000,D
20232,05208653,14,0,5,01,D,100,D,2,D,0.0966,D,653,F,1360,F,01,D,27033,F
20232,05208703,34,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05210623,38,0,5,01,D,100,D,1,D,0.0966,D,2874,D,126,D,01,D,119000,D
20232,05213603,29,0,5,01,D,100,D,1,D,0.0966,D,845,D,2155,D,01,D,35000,D
20232,05213603,31,0,5,02,D,300,D,1,D,0.0966,D,1009,D,,T,01,D,,T
20232,05214353,23,0,5,01,D,100,D,1,D,0.0966,D,411,D,-51,D,01,D,17000,D
20232,05215183,44,0,5,01,D,100,D,1,D,0.0966,D,1372,D,884,D,01,D,56800,D
20232,05215793,29,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,32000,D
20232,05216973,13,0,5,01,D,100,D,1,D,0.0966,D,80,D,2020,D,01,D,3300,D
20232,05216993,25,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05217293,35,0,5,01,D,100,D,1,D,0.0966,D,1949,D,4051,D,01,D,80700,D
20232,05217403,34,0,5,01,D,100,D,1,D,0.0966,D,725,D,2275,D,01,D,30000,D
20232,05217713,20,0,5,01,D,100,D,1,D,0.0966,D,555,D,135,D,01,D,23000,D
20232,05217773,34,0,5,01,D,100,D,1,D,0.0966,D,2294,D,556,D,01,D,95000,D
20232,05218543,17,0,5,01,D,100,D,1,D,0.0966,D,610,D,470,D,01,D,25260,D
20232,05219183,28,0,5,01,D,100,D,1,D,0.0966,D,157,D,61,D,01,D,6500,D
20232,05220173,28,0,5,01,D,100,D,1,D,0.0966,D,1932,D,1068,D,01,D,80000,D
20232,05220223,16,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,3000,D
20232,05220553,29,0,5,01,D,100,D,1,D,0.0966,D,652,D,113,D,01,D,27000,D
20232,05220913,21,0,1,01,D,100,D,1,D,0.0966,D,1903,F,5597,F,01,D,78800,F
20232,05221153,22,0,5,01,D,100,D,1,D,0.0966,D,1232,D,-632,D,01,D,51000,D
20232,05221513,18,0,5,01,D,100,D,2,D,0.0966,D,338,F,262,F,01,D,14000,F
20232,05221933,25,0,5,01,D,100,D,1,D,0.0966,D,193,D,407,D,01,D,8000,D
20232,05222693,12,0,5,01,D,100,D,1,D,0.0966,D,845,D,805,D,01,D,35000,D
20232,05225203,35,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05225583,21,0,5,01,D,100,D,1,D,0.0966,D,1364,D,136,D,01,D,56500,D
20232,05225743,38,0,5,01,D,100,D,1,D,0.0966,D,338,D,262,D,01,D,14000,D
20232,05226013,20,0,5,01,D,100,D,1,D,0.0966,D,459,D,741,D,01,D,19000,D
20232,05226153,14,0,5,01,D,100,D,2,D,0.0966,D,196,F,1004,F,01,D,8100,F
20232,05226743,20,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05227263,32,0,5,01,D,100,D,1,D,0.0966,D,5603,D,-1553,D,01,D,418390,T
20232,05228213,82,0,1,01,D,200,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05229603,27,0,5,01,D,100,D,1,D,0.0966,D,3985,D,215,D,01,D,165000,D
20232,05230023,37,0,5,01,D,100,D,1,D,0.0966,D,821,D,79,D,01,D,34000,D
20232,05232773,29,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05234013,24,0,1,01,D,100,D,1,D,0.0966,D,4589,D,-1589,D,01,D,190000,D
20232,05235963,34,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05236673,22,0,5,01,D,100,D,1,D,0.0966,D,772,D,3228,D,01,D,31980,D
20232,05251782,17,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05253682,33,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05254062,24,0,5,01,D,100,D,1,D,0.0966,D,839,D,1426,D,01,D,34760,D
20232,05254112,21,0,5,01,D,100,D,1,D,0.0966,D,147,D,453,D,01,D,6100,D
20232,05254202,36,0,5,01,D,100,D,1,D,0.0966,D,7728,F,-948,F,01,D,418390,V
20232,05254292,33,0,1,01,D,100,D,1,D,0.0966,D,531,D,345,D,01,D,22000,D
20232,05254392,29,0,5,02,D,200,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05255462,13,0,5,01,D,100,D,1,D,0.0966,D,1570,F,330,F,01,D,65000,F
20232,05255462,14,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,02,D,13000,D
20232,05255562,28,0,5,01,D,100,D,1,D,0.0966,D,638,D,3112,D,01,D,26400,D
20232,05256142,44,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05257352,31,0,5,01,D,100,D,1,D,0.0966,D,217,D,683,D,01,D,9000,D
20232,05258712,25,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,25600,D
20232,05259232,25,0,5,01,D,100,D,1,D,0.0966,D,942,D,-282,D,01,D,39000,D
20232,05259712,28,0,5,01,D,100,D,1,D,0.0966,D,2367,D,-12,D,01,D,98000,D
20232,05261102,31,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05263202,23,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05265842,20,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05266132,18,0,1,01,D,100,D,1,D,0.0966,D,242,D,358,D,01,D,10000,D
20232,05266192,42,0,5,01,D,100,D,1,D,0.0966,D,2294,D,-194,D,01,D,95000,D
20232,05268422,20,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,27000,D
20232,05269532,39,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05270822,27,0,1,01,D,100,D,1,D,0.0966,D,25,D,1019,D,01,D,1044,D
20232,05271382,27,0,5,01,D,100,D,1,D,0.0966,D,615,D,75,D,01,D,25460,D
20232,05271632,24,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05271912,20,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,,A
20232,05272072,33,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,4000,D
20232,05272232,19,0,5,01,D,100,D,1,D,0.0966,D,3109,F,890,F,01,D,128739,F
20232,05273312,25,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05273382,20,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,125000,D
20232,05275202,28,0,5,01,D,100,D,1,D,0.0966,D,1908,D,72,D,01,D,79000,D
20232,05276712,19,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05277222,29,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,50000,D
20232,05277232,32,0,5,01,D,100,D,1,D,0.0966,D,374,F,1126,F,01,D,15481,F
20232,05277802,31,0,5,01,D,100,D,1,D,0.0966,D,2294,D,-470,D,01,D,95000,D
20232,05278162,17,0,1,01,D,100,D,1,D,0.0966,D,314,D,973,D,01,D,13000,D
20232,05278312,15,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05279032,33,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05279052,32,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05279402,35,0,5,01,D,100,D,1,D,0.0966,D,242,D,1558,D,01,D,10000,D
20232,05279912,27,0,5,01,D,100,D,1,D,0.0966,D,423,D,5577,D,01,D,17500,D
20232,05280112,29,0,5,01,D,100,D,1,D,0.0966,D,343,D,407,D,01,D,14200,D
20232,05280262,22,0,1,01,D,100,D,1,D,0.0966,D,2318,F,2782,F,01,D,96000,F
20232,05280332,28,0,5,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05280712,47,0,5,01,D,100,D,1,D,0.0966,D,4130,D,5470,D,01,D,171000,D
20232,05281702,14,0,1,01,D,100,D,1,D,0.0966,D,1087,D,-187,D,01,D,45000,D
20232,05281982,26,0,5,01,D,100,D,1,D,0.0966,D,386,D,514,D,01,D,16000,D
20232,05283922,31,0,5,01,D,100,D,1,D,0.0966,D,362,D,1138,D,01,D,15000,D
20232,05284082,35,0,5,01,D,100,D,1,D,0.0966,D,290,D,310,D,01,D,12000,D
20232,05284222,33,0,5,01,D,100,D,1,D,0.0966,D,362,D,238,D,01,D,15000,D
20232,05285492,38,0,5,01,D,100,D,1,D,0.0966,D,2004,D,-105,D,01,D,83000,D
20232,05285542,21,0,5,01,D,100,D,1,D,0.0966,D,854,D,-155,D,01,D,35352,D
20232,05286631,24,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05287231,12,0,1,01,D,100,D,1,D,0.0966,D,1835,D,-35,D,01,D,76000,D
20232,05287631,15,0,1,01,D,100,D,1,D,0.0966,D,1691,D,1309,D,01,D,70000,D
20232,05288911,27,0,1,01,D,100,D,1,D,0.0966,D,7089,D,-2490,D,01,D,418390,T
20232,05289111,16,0,1,01,D,100,D,1,D,0.0966,D,1570,D,330,D,01,D,65000,D
20232,05289691,21,0,1,01,D,100,D,1,D,0.0966,D,1903,D,5597,D,01,D,78800,D
20232,05290421,21,0,1,01,D,100,D,1,D,0.0966,D,10868,D,-10390,T,01,D,418390,T
20232,05291741,25,0,1,01,D,100,D,,C,0.0966,D,1372,F,884,F,01,D,56800,F
20232,05294081,18,0,1,01,D,100,D,1,D,0.0966,D,48,D,132,D,01,D,2000,D
20232,05294371,27,0,1,01,D,100,D,1,D,0.0966,D,2367,D,2133,D,01,D,98000,D
20232,05294371,28,0,1,04,D,200,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05295621,14,0,1,01,D,100,D,1,D,0.0966,D,1014,D,286,D,01,D,42000,D
20232,05296891,21,0,1,01,D,100,D,1,D,0.0966,D,374,D,1126,D,01,D,15481,D
20232,05297601,12,0,1,01,D,100,D,1,D,0.0966,D,1304,D,-659,D,01,D,54000,D
20232,05344791,22,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,1000,D
20232,05345631,25,0,1,01,D,100,D,1,D,0.0966,D,1715,F,85,F,01,D,71000,F
20232,05346401,23,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05347921,24,0,1,01,D,100,D,1,D,0.0966,D,1328,D,1672,D,01,D,55000,D
20232,05348001,10,0,1,01,D,100,D,1,D,0.0966,D,653,D,1360,D,01,D,27033,D
20232,05348141,20,0,1,01,D,100,D,1,D,0.0966,D,725,D,9775,D,01,D,30000,D
20232,05348331,21,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05348541,30,0,1,01,D,100,D,,C,0.0966,D,2294,F,-194,F,01,D,95000,F
20232,05348971,15,0,1,01,D,100,D,1,D,0.0966,D,97,D,803,D,01,D,4000,D
20232,05349561,27,0,1,01,D,100,D,1,D,0.0966,D,1087,D,869,D,01,D,45000,D
20232,05349781,22,0,1,01,D,100,D,1,D,0.0966,D,463,F,137,F,01,D,19158,F
20232,05349861,20,0,1,01,D,100,D,1,D,0.0966,D,628,D,872,D,01,D,26000,D
20232,05350291,12,0,1,01,D,100,D,1,D,0.0966,D,456,D,51,D,01,D,18873,D
20232,05350291,13,0,1,01,D,100,D,1,D,0.0966,D,891,D,957,D,02,D,36887,D
20232,05351591,22,0,1,01,D,100,D,1,D,0.0966,D,7728,D,-948,D,01,D,418390,T
20232,05351591,23,0,1,01,D,100,D,1,D,0.0966,D,773,D,-41,D,02,D,32000,D
20232,05353431,12,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05353661,31,0,1,01,D,100,D,1,D,0.0966,D,2077,D,3923,D,01,D,86000,D
20232,05353721,17,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,0,D
20232,05353781,14,0,1,01,D,100,D,1,D,0.0966,D,30,D,1200,D,01,D,1230,D
20232,05355021,11,0,1,01,D,100,D,2,D,0.0966,D,,A,,A,01,D,9200,D
20232,05357191,12,0,1,01,D,100,D,1,D,0.0966,D,362,D,33,D,01,D,15000,D
20232,05357331,16,0,1,01,D,100,D,1,D,0.0966,D,676,D,89,D,01,D,28000,D
20232,05358131,31,0,1,01,D,100,D,1,D,0.0966,D,664,D,-184,D,01,D,27500,D
20232,05358591,19,0,1,01,D,100,D,1,D,0.0966,D,894,D,1106,D,01,D,37000,D
20232,05358661,36,0,1,01,D,100,D,1,D,0.0966,D,628,D,272,D,01,D,26000,D
20232,05358911,22,0,1,01,D,100,D,1,D,0.0966,D,3109,D,890,D,01,D,128739,D
20232,05359291,14,0,1,01,D,100,D,1,D,0.0966,D,966,D,534,D,01,D,40000,D
20232,05359601,22,0,1,01,D,100,D,1,D,0.0966,D,121,D,2879,D,01,D,5000,D
20232,05361041,44,0,1,01,D,100,D,1,D,0.0966,D,1715,D,85,D,01,D,71000,D
20232,05361351,16,0,1,01,D,100,D,1,D,0.0966,D,1135,D,1865,D,01,D,47000,D
20232,05363181,22,0,1,01,D,100,D,1,D,0.0966,D,1739,D,-502,D,01,D,72000,D
20232,05365891,17,0,1,01,D,100,D,1,D,0.0966,D,181,D,419,D,01,D,7500,D
20232,05366191,23,0,1,01,D,100,D,1,D,0.0966,D,463,D,137,D,01,D,19158,D
20232,05366781,13,0,1,01,D,100,D,1,D,0.0966,D,290,F,286,F,01,D,12000,F
20233,05202294,14,0,1,01,D,100,D,1,D,0.0993,D,1738,D,-238,D,01,D,70000,D
20233,05203044,33,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,20000,D
20233,05203214,23,0,5,01,D,100,D,1,D,0.0993,D,927,D,573,D,01,D,37322,D
20233,05204294,28,0,5,01,D,100,D,1,D,0.0993,D,2563,D,6437,D,01,D,103229,D
20233,05204614,32,0,5,01,D,100,D,1,D,0.0993,D,1365,D,4335,D,01,D,55000,D
20233,05205784,31,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05208174,49,0,5,01,D,100,D,1,D,0.0993,D,4178,F,5388,F,01,D,168300,F
20233,05208654,17,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,100000,D
20233,05208704,37,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,418390,T
20233,05210624,32,0,5,01,D,100,D,1,D,0.0993,D,3029,D,-29,D,01,D,122000,D
20233,05212074,9,0,1,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,23000,D
20233,05213094,12,0,1,01,D,100,D,1,D,0.0993,D,199,D,71,D,01,D,8000,D
20233,05213604,30,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05213604,31,0,5,02,D,300,D,1,D,0.0993,D,869,D,,T,01,D,,T
20233,05214354,27,0,5,01,D,100,D,1,D,0.0993,D,422,D,-62,D,01,D,17000,D
20233,05214894,25,0,1,01,D,100,D,1,D,0.0993,D,472,D,1028,D,01,D,19000,D
20233,05215184,37,0,5,01,D,100,D,1,D,0.0993,D,1291,D,2709,D,01,D,52000,D
20233,05215794,28,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,30000,D
20233,05216974,19,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05216994,30,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05217404,30,0,5,01,D,100,D,1,D,0.0993,D,1067,D,2833,D,01,D,43000,D
20233,05217714,20,0,5,01,D,100,D,1,D,0.0993,D,571,D,119,D,01,D,23000,D
20233,05217774,25,0,5,01,D,100,D,1,D,0.0993,D,2358,D,492,D,01,D,95000,D
20233,05218544,25,0,5,01,D,100,D,1,D,0.0993,D,521,D,514,D,01,D,21000,D
20233,05219184,30,0,5,01,D,100,D,1,D,0.0993,D,254,D,79417,T,01,D,10217,D
20233,05219844,23,0,5,01,D,100,D,1,D,0.0993,D,2309,D,691,D,01,D,93000,D
20233,05220174,35,0,5,01,D,100,D,1,D,0.0993,D,993,D,2007,D,01,D,40000,D
20233,05220554,34,0,5,01,D,100,D,1,D,0.0993,D,695,D,145,D,01,D,28000,D
20233,05220914,20,0,5,01,D,100,D,1,D,0.0993,D,4965,D,1635,D,01,D,200000,D
20233,05221154,21,0,5,01,D,100,D,1,D,0.0993,D,1241,D,-641,D,01,D,50000,D
20233,05221514,34,0,5,01,D,100,D,1,D,0.0993,D,1336,D,164,D,01,D,53800,D
20233,05221544,16,0,1,01,D,100,D,2,D,0.0993,D,745,F,725,F,01,D,30000,F
20233,05221934,29,0,5,01,D,100,D,1,D,0.0993,D,199,D,401,D,01,D,8000,D
20233,05222694,13,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,35000,D
20233,05225204,34,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05225584,20,0,5,01,D,100,D,1,D,0.0993,D,1390,D,110,D,01,D,56000,D
20233,05225744,37,0,5,01,D,100,D,1,D,0.0993,D,99,D,201,D,01,D,4000,D
20233,05226014,19,0,5,01,D,100,D,1,D,0.0993,D,422,D,778,D,01,D,17000,D
20233,05226154,15,0,5,01,D,100,D,1,D,0.0993,D,2631,F,-531,F,01,D,106000,F
20233,05226744,29,0,5,01,D,100,D,2,D,0.0993,D,,A,,A,01,D,0,D
20233,05228214,61,0,5,01,D,200,D,2,D,0.0993,D,,A,,A,01,D,0,D
