QYEAR,NEWID,MEMBNO,SEQNO,ALCNO,REC_ORIG,PBTPD,PBTPD_,PBTDAYX,PBTDAYX_,JPBTAMTX,JPBT_MTX
20232,05350751,2,26,0,1,3,D,,A,600,D
20232,05350841,1,26,0,1,3,D,,A,60,D
20232,05351301,1,14,0,1,1,D,5,D,1040,D
20232,05351471,1,18,0,1,3,D,,A,90,D
20232,05351471,4,19,0,1,3,D,,A,300,D
20232,05351681,1,19,0,1,3,D,,A,60,D
20232,05351681,2,20,0,1,3,D,,A,45,D
20232,05351914,1,33,0,1,5,D,,A,13,D
20232,05352901,1,8,0,1,7,D,,A,50,D
20232,05353331,3,31,0,1,3,D,,A,90,D
20232,05353621,1,7,0,1,7,D,,A,10,D
20232,05354084,1,8,0,1,7,D,,A,25,D
20232,05354151,1,8,0,1,3,D,,A,210,D
20232,05354671,1,22,0,1,3,D,,A,30,D
20232,05354981,1,28,0,1,3,D,,A,60,D
20232,05355191,1,13,0,1,2,D,,A,351,D
20232,05355191,2,14,0,1,2,D,,A,351,D
20232,05355371,1,8,0,1,2,D,,A,156,D
20232,05355631,1,30,0,1,7,D,,A,8,D
20232,05355631,2,31,0,1,7,D,,A,8,D
20232,05355694,1,19,0,1,4,D,,A,90,D
20232,05356031,1,16,0,1,4,D,,A,50,D
20232,05356251,1,18,0,1,2,D,,A,390,D
20232,05356251,2,19,0,1,3,D,,A,900,D
20232,05356251,3,20,0,1,2,D,,A,650,D
20232,05356291,1,19,0,1,7,D,,A,25,D
20232,05356291,2,20,0,1,7,D,,A,25,D
20232,05356361,1,9,0,1,3,D,,A,15,D
20232,05356411,1,19,0,1,7,D,,A,5,D
20232,05356551,1,24,0,1,7,D,,A,40,D
20232,05356591,1,7,0,1,4,D,,A,16,D
20232,05357481,1,37,0,1,7,D,,A,5,D
20232,05358001,1,18,0,1,7,D,,A,20,D
20232,05358441,1,54,0,1,7,D,,A,20,D
20232,05358951,31,17,0,1,4,D,,A,50,D
20232,05359081,1,18,0,1,4,D,,A,150,D
20232,05359201,1,13,0,1,3,D,,A,36,D
20232,05359201,2,14,0,1,3,D,,A,36,D
20232,05359201,3,15,0,1,3,D,,A,36,D
20232,05359201,4,16,0,1,3,D,,A,36,D
20232,05359541,1,25,0,1,7,D,,A,6,D
20232,05359562,1,5,0,1,,A,,A,160,F
20232,05359911,1,19,0,1,3,D,,A,195,D
20232,05360061,1,11,0,1,7,D,,A,20,D
20232,05360823,1,29,0,1,7,D,,A,11,D
20232,05360831,1,23,0,1,7,D,,A,20,D
20232,05361051,2,13,0,1,,A,,A,191,F
20232,05361491,3,21,0,1,3,D,,A,9,D
20232,05361941,1,12,0,1,2,D,,A,416,D
20232,05363181,1,26,0,1,4,D,,A,249,D
20232,05363701,1,21,0,1,3,D,,A,183,D
20232,05363851,2,8,0,1,2,D,,A,520,D
20232,05364181,2,15,0,1,3,D,,A,60,D
20232,05364281,1,9,0,1,2,D,,A,260,D
20232,05364351,1,10,0,1,7,D,,A,6,D
20232,05364531,1,30,0,1,7,D,,A,6,D
20232,05364571,1,5,0,1,,A,,A,317,F
20232,05364651,1,25,0,1,4,D,,A,8,D
20232,05364651,2,26,0,1,4,D,,A,8,D
20232,05365161,1,14,0,1,2,D,,A,65,D
20232,05365201,1,14,0,1,4,D,,A,50,D
20232,05365321,5,20,0,1,3,D,,A,30,D
20232,05365381,1,8,0,1,3,D,,A,150,D
20232,05365451,1,20,0,1,4,D,,A,15,D
20232,05365451,2,21,0,1,4,D,,A,15,D
20232,05365631,3,34,0,1,3,D,,A,120,D
20232,05365791,1,20,0,1,7,D,,A,35,D
20232,05365791,2,21,0,1,,A,,A,186,F
20232,05365931,1,19,0,1,7,D,,A,20,D
20232,05366071,1,26,0,1,2,D,,A,364,D
20232,05366334,1,18,0,1,3,D,,A,30,D
20233,05201914,1,5,0,1,3,D,,A,135,D
20233,05201954,1,8,0,1,3,D,,A,45,D
20233,05201954,2,9,0,1,3,D,,A,60,D
20233,05203314,1,26,0,1,3,D,,A,135,D
20233,05203664,1,35,0,1,7,D,,A,20,D
20233,05203664,2,36,0,1,7,D,,A,20,D
20233,05203664,3,37,0,1,7,D,,A,20,D
20233,05204614,1,38,0,1,7,D,,A,20,D
20233,05204614,2,39,0,1,7,D,,A,20,D
20233,05205004,1,27,0,1,7,D,,A,10,D
20233,05205184,1,32,0,1,3,D,,A,96,D
20233,05206424,1,7,0,1,3,D,,A,18,D
20233,05206664,2,19,0,1,4,D,,A,200,D
20233,05206694,1,5,0,1,3,D,,A,300,D
20233,05206884,1,14,0,1,3,D,,A,60,D
20233,05206884,2,15,0,1,3,D,,A,300,D
20233,05206894,1,11,0,1,3,D,,A,90,D
20233,05206904,1,16,0,1,2,D,,A,182,D
20233,05207134,1,24,0,1,7,D,,A,21,D
20233,05208174,3,58,0,1,3,D,,A,48,D
20233,05208254,2,10,0,1,2,D,,A,130,D
20233,05208694,1,15,0,1,2,D,,A,260,D
20233,05208724,1,22,0,1,7,D,,A,20,D
20233,05210264,1,16,0,1,2,D,,A,780,D
20233,05210744,1,50,0,1,7,D,,A,14,D
20233,05210744,2,51,0,1,7,D,,A,14,D
20233,05210744,3,52,0,1,7,D,,A,6,D
20233,05210744,4,53,0,1,7,D,,A,6,D
20233,05211054,1,49,0,1,7,D,,A,13,D
20233,05211054,2,50,0,1,7,D,,A,13,D
20233,05211154,1,45,0,1,7,D,,A,5,D
20233,05211214,1,11,0,1,3,D,,A,30,D
20233,05211344,1,23,0,1,7,D,,A,22,D
20233,05213754,3,26,0,1,3,D,,A,381,D
20233,05214104,1,28,0,1,7,D,,A,10,D
20233,05214214,1,13,0,1,2,D,,A,260,D
20233,05214224,1,26,0,1,3,D,,A,120,D
20233,05214394,1,33,0,1,7,D,,A,30,D
20233,05214514,1,24,0,1,2,D,,A,260,D
20233,05214804,1,9,0,1,1,D,3,D,156,D
20233,05214914,1,14,0,1,3,D,,A,30,D
20233,05215364,1,13,0,1,3,D,,A,30,D
20233,05215754,1,47,0,1,7,D,,A,5,D
20233,05216274,1,15,0,1,4,D,,A,90,D
20233,05216424,1,7,0,1,3,D,,A,60,D
20233,05216474,1,30,0,1,3,D,,A,60,D
20233,05216924,1,7,0,1,7,D,,A,12,D
20233,05216994,4,46,0,1,7,D,,A,186,D
20233,05216994,31,47,0,1,7,D,,A,31,D
20233,05217584,1,11,0,1,3,D,,A,150,D
20233,05217584,2,12,0,1,3,D,,A,150,D
20233,05217714,1,25,0,1,3,D,,A,150,D
20233,05218284,1,14,0,1,7,D,,A,52,D
20233,05218334,1,19,0,1,7,D,,A,92,D
20233,05218334,2,20,0,1,,A,,A,139,F
20233,05218554,4,12,0,1,1,D,5,D,325,D
20233,05218654,1,28,0,1,7,D,,A,80,D
20233,05218654,2,29,0,1,7,D,,A,80,D
20233,05218654,3,30,0,1,7,D,,A,80,D
20233,05218654,4,31,0,1,7,D,,A,80,D
20233,05218764,1,5,0,1,3,D,,A,96,D
20233,05218974,1,8,0,1,3,D,,A,231,D
20233,05218994,2,16,0,1,2,D,,A,780,D
20233,05219994,1,13,0,1,3,D,,A,780,D
20233,05220194,1,32,0,1,3,D,,A,360,D
20233,05220244,1,26,0,1,3,D,,A,210,D
20233,05221524,1,18,0,1,3,D,,A,120,D
20233,05222164,1,15,0,1,4,D,,A,810,D
20233,05222604,1,37,0,1,7,D,,A,5,D
20233,05223644,2,24,0,1,2,D,,A,390,D
20233,05224174,1,8,0,1,3,D,,A,66,D
20233,05224284,1,15,0,1,3,D,,A,150,D
20233,05224644,1,60,0,1,1,D,1,D,91,D
20233,05224644,4,61,0,1,1,D,1,D,91,D
20233,05224694,1,7,0,1,2,D,,A,325,D
20233,05224744,1,28,0,1,7,D,,A,6,D
20233,05224784,1,12,0,1,3,D,,A,225,D
20233,05225194,1,43,0,1,7,D,,A,3,D
20233,05225194,2,44,0,1,7,D,,A,3,D
20233,05225194,3,45,0,1,7,D,,A,3,D
20233,05225194,4,46,0,1,7,D,,A,3,D
20233,05225364,1,21,0,1,7,D,,A,39,D
20233,05225364,2,22,0,1,3,D,,A,75,D
20233,05225504,1,5,0,1,3,D,,A,168,D
20233,05225624,1,25,0,1,7,D,,A,10,D
20233,05225624,2,26,0,1,7,D,,A,10,D
20233,05225624,3,27,0,1,7,D,,A,10,D
20233,05226044,2,29,0,1,,A,,A,194,F
20233,05226944,1,10,0,1,3,D,,A,900,D
20233,05226944,2,11,0,1,3,D,,A,0,D
20233,05226944,3,12,0,1,3,D,,A,0,D
20233,05227564,3,20,0,1,4,D,,A,90,D
20233,05227624,1,14,0,1,3,D,,A,30,D
20233,05228154,1,10,0,1,3,D,,A,240,D
20233,05228554,1,41,0,1,3,D,,A,15,D
20233,05228654,1,18,0,1,1,D,3,D,0,D
20233,05228804,2,19,0,1,3,D,,A,135,D
20233,05229474,1,21,0,1,7,D,,A,10,D
20233,05229694,1,7,0,1,4,D,,A,90,D
20233,05229944,1,17,0,1,7,D,,A,2,D
20233,05230184,1,26,0,1,4,D,,A,15,D
20233,05230184,2,27,0,1,4,D,,A,15,D
20233,05230814,1,48,0,1,7,D,,A,52,D
20233,05230814,2,49,0,1,7,D,,A,26,D
20233,05230814,31,50,0,1,7,D,,A,26,D
20233,05231024,1,13,0,1,3,D,,A,300,D
20233,05231154,1,20,0,1,3,D,,A,180,D
20233,05231274,1,56,0,1,3,D,,A,1050,D
20233,05231274,4,57,0,1,3,D,,A,1050,D
20233,05231414,,31,0,1,3,D,,C,150,D
20233,05232264,1,25,0,1,3,D,,A,450,D
20233,05232304,1,20,0,1,4,D,,A,20,D
20233,05232374,1,11,0,1,3,D,,A,60,D
20233,05232854,1,10,0,1,3,D,,A,30,D
20233,05233784,1,10,0,1,7,D,,A,6,D
20233,05233844,1,33,0,1,7,D,,A,0,D
20233,05233844,2,34,0,1,7,D,,A,0,D
20233,05234584,1,29,0,1,3,D,,A,75,D
20233,05234904,1,48,0,1,2,D,,A,195,D
20233,05234904,2,49,0,1,3,D,,A,75,D
20233,05235014,1,16,0,1,3,D,,A,60,D
20233,05235724,1,26,0,1,7,D,,A,40,D
20233,05235724,2,27,0,1,7,D,,A,40,D
20233,05235844,5,11,0,1,,A,,A,166,F
20233,05235914,1,26,0,1,7,D,,A,3,D
20233,05235924,1,22,0,1,7,D,,A,44,D
20233,05251783,1,22,0,1,4,D,,A,5,D
20233,05251983,1,57,0,1,3,D,,A,66,D
20233,05252603,1,28,0,1,7,D,,A,0,D
20233,05252603,3,29,0,1,7,D,,A,0,D
20233,05252693,1,8,0,1,3,D,,A,120,D
20233,05252714,1,29,0,1,3,D,,A,300,D
20233,05253583,1,41,0,1,3,D,,A,75,D
20233,05253843,1,9,0,1,7,D,,A,10,D
20233,05254013,1,30,0,1,7,D,,A,20,D
20233,05254063,1,35,0,1,1,D,2,D,156,D
20233,05254063,2,36,0,1,1,D,2,D,0,D
20233,05254413,1,26,0,1,7,D,,A,3,D
20233,05254913,1,31,0,1,7,D,,A,4,D
20233,05254913,2,32,0,1,7,D,,A,4,D
20233,05255223,2,49,0,1,3,D,,A,240,D
20233,05255933,1,11,0,1,7,D,,A,0,D
20233,05255933,2,12,0,1,7,D,,A,0,D
20233,05256033,2,40,0,1,7,D,,A,28,D
20233,05256043,1,15,0,1,5,D,,A,30,D
20233,05257593,1,5,0,1,2,D,,A,429,D
20233,05257713,1,22,0,1,7,D,,A,75,D
20233,05257803,1,22,0,1,3,D,,A,30,D
20233,05257803,2,23,0,1,3,D,,A,120,D
20233,05257883,1,5,0,1,3,D,,A,270,D
20233,05258063,1,14,0,1,4,D,,A,18,D
20233,05259623,2,26,0,1,7,D,,A,6,D
20233,05259773,1,35,0,1,7,D,,A,20,D
20233,05260463,1,11,0,1,3,D,,A,60,D
20233,05260813,1,37,0,1,1,D,1,D,39,D
20233,05261103,1,45,0,1,7,D,,A,59,D
20233,05261103,2,46,0,1,7,D,,A,59,D
20233,05261103,3,47,0,1,7,D,,A,59,D
20233,05261103,4,48,0,1,7,D,,A,59,D
20233,05261103,5,49,0,1,7,D,,A,59,D
20233,05261103,6,50,0,1,7,D,,A,59,D
20233,05261453,1,20,0,1,3,D,,A,90,D
20233,05261563,2,51,0,1,4,D,,A,20,D
20233,05261563,3,52,0,1,3,D,,A,60,D
20233,05261943,4,14,0,1,3,D,,A,45,D
20233,05262013,1,11,0,1,2,D,,A,780,D
20233,05262013,2,12,0,1,2,D,,A,780,D
20233,05263203,1,26,0,1,7,D,,A,10,D
20233,05263203,31,27,0,1,7,D,,A,10,D
20233,05263573,1,52,0,1,7,D,,A,37,D
20233,05263573,2,53,0,1,,A,,A,194,F
20233,05263573,3,54,0,1,,A,,A,194,F
20233,05263573,4,55,0,1,,A,,A,194,F
20233,05263573,5,56,0,1,,A,,A,194,F
20233,05263933,1,40,0,1,7,D,,A,54,D
20233,05264013,1,5,0,1,3,D,,A,240,D
20233,05264023,1,19,0,1,3,D,,A,60,D
20233,05264343,2,37,0,1,3,D,,A,96,D
20233,05264533,1,22,0,1,4,D,,A,15,D
20233,05264533,2,23,0,1,4,D,,A,15,D
20233,05265493,1,21,0,1,7,D,,A,3,D
20233,05265493,2,22,0,1,7,D,,A,3,D
20233,05265633,2,18,0,1,4,D,,A,20,D
20233,05265863,1,17,0,1,3,D,,A,300,D
20233,05265873,1,13,0,1,3,D,,A,165,D
20233,05265943,1,19,0,1,3,D,,A,60,D
20233,05266083,2,18,0,1,2,D,,A,0,D
20233,05266083,3,19,0,1,2,D,,A,0,D
20233,05266083,4,20,0,1,2,D,,A,1915,T
20233,05266763,1,21,0,1,7,D,,A,2,D
20233,05266763,2,22,0,1,2,D,,A,156,D
20233,05267023,1,23,0,1,2,D,,A,390,D
20233,05267183,1,13,0,1,2,D,,A,429,D
20233,05268343,1,14,0,1,3,D,,A,36,D
20233,05268523,1,45,0,1,7,D,,A,8,D
20233,05268523,2,46,0,1,7,D,,A,8,D
20233,05268723,1,17,0,1,2,D,,A,130,D
20233,05269193,1,21,0,1,4,D,,A,20,D
20233,05269373,1,40,0,1,2,D,,A,650,D
20233,05269373,2,41,0,1,2,D,,A,975,D
20233,05269473,3,37,0,1,3,D,,A,90,D
20233,05270373,1,11,0,1,3,D,,A,30,D
20233,05271043,1,32,0,1,7,D,,A,12,D
20233,05271183,1,12,0,1,3,D,,A,180,D
20233,05271333,2,42,0,1,7,D,,A,100,D
20233,05271673,1,9,0,1,3,D,,A,15,D
20233,05272013,1,29,0,1,7,D,,A,12,D
20233,05272013,2,30,0,1,4,D,5,D,60,D
20233,05272013,3,31,0,1,7,D,,A,12,D
20233,05272143,1,29,0,1,4,D,,A,10,D
20233,05272143,2,30,0,1,4,D,,A,10,D
20233,05272643,1,13,0,1,3,D,,A,45,D
20233,05272903,1,37,0,1,7,D,,A,43,D
20233,05272903,2,38,0,1,7,D,,A,52,D
20233,05273363,1,6,0,1,2,D,,A,260,D
20233,05273363,5,7,0,1,,A,,A,159,F
20233,05273883,1,21,0,1,3,D,,A,150,D
20233,05274243,1,6,0,1,1,D,3,D,195,D
20233,05274463,1,22,0,1,2,D,,A,455,D
20233,05274463,3,23,0,1,2,D,,A,455,D
20233,05275013,12,11,0,1,3,D,,A,81,D
20233,05275443,2,19,0,1,3,D,,A,396,D
20233,05276163,1,35,0,1,7,D,,A,10,D
20233,05276163,2,36,0,1,7,D,,A,10,D
20233,05276163,3,37,0,1,7,D,,A,10,D
20233,05276523,1,19,0,1,3,D,,A,192,D
20233,05277323,1,17,0,1,3,D,,A,3,D
20233,05277643,2,22,0,1,7,D,,A,12,D
20233,05277893,1,75,0,1,7,D,,A,18,D
20233,05277993,1,53,0,1,7,D,,A,60,D
20233,05277993,3,54,0,1,,A,,A,180,F
20233,05277993,31,55,0,1,,A,,A,180,F
20233,05278533,3,20,0,1,2,D,,A,273,D
20233,05278533,4,21,0,1,2,D,,A,182,D
20233,05279663,1,29,0,1,7,D,,A,9,D
20233,05279663,2,30,0,1,7,D,,A,9,D
20233,05279693,1,24,0,1,2,D,,A,65,D
20233,05280263,1,56,0,1,3,D,,A,300,D
20233,05280263,2,57,0,1,3,D,,A,300,D
20233,05280653,1,16,0,1,3,D,,A,15,D
20233,05280713,1,58,0,1,3,D,,A,60,D
20233,05280953,1,22,0,1,3,D,,A,480,D
20233,05282293,1,9,0,1,7,D,,A,3,D
20233,05282293,1,16,0,1,7,D,,C,18,D
20233,05282613,1,10,0,1,3,D,,A,600,D
20233,05284093,1,26,0,1,3,D,,A,90,D
20233,05284503,1,9,0,1,3,D,,A,75,D
20233,05284663,1,5,0,1,3,D,,A,150,D
20233,05285623,1,46,0,1,3,D,,A,300,D
20233,05286064,1,20,0,1,7,D,,A,25,D
20233,05286292,,33,0,1,3,D,,C,27,D
20233,05287592,1,11,0,1,3,D,,A,150,D
20233,05287772,1,29,0,1,4,D,,A,14,D
20233,05288262,1,41,0,1,7,D,,A,4,D
20233,05288262,2,42,0,1,7,D,,A,2,D
20233,05288262,3,43,0,1,,A,,A,139,F
20233,05288262,4,44,0,1,,A,,A,139,F
20233,05288622,1,8,0,1,3,D,,A,90,D
20233,05288882,1,35,0,1,7,D,,A,36,D
20233,05288942,1,18,0,1,2,D,,A,416,D
20233,05289152,1,25,0,1,3,D,,A,18,D
20233,05289152,2,26,0,1,3,D,,A,18,D
20233,05289152,3,27,0,1,3,D,,A,18,D
20233,05289262,1,12,0,1,3,D,,A,120,D
20233,05289562,2,21,0,1,3,D,,A,270,D
20233,05289592,2,44,0,1,7,D,,A,15,D
20233,05289682,1,20,0,1,4,D,,A,3,D
20233,05290542,1,9,0,1,3,D,,A,39,D
20233,05291092,1,43,0,1,2,D,,A,130,D
20233,05291092,3,44,0,1,2,D,,A,455,D
20233,05291092,4,45,0,1,2,D,,A,455,D
20233,05291092,5,46,0,1,2,D,,A,455,D
20233,05291392,1,24,0,1,4,D,,A,5,D
20233,05291742,1,40,0,1,2,D,,A,260,D
20233,05291742,2,41,0,1,2,D,,A,260,D
20233,05291742,3,42,0,1,2,D,,A,260,D
20233,05291742,5,43,0,1,2,D,,A,260,D
20233,05291742,7,44,0,1,2,D,,A,260,D
20233,05291742,31,45,0,1,2,D,,A,520,D
20233,05291752,1,21,0,1,4,D,,A,320,D
20233,05291882,1,8,0,1,2,D,,A,260,D
20233,05292052,3,11,0,1,3,D,,A,60,D
20233,05292542,1,70,0,1,7,D,,A,14,D
20233,05292542,2,71,0,1,7,D,,A,14,D
20233,05294082,1,31,0,1,2,D,,A,65,D
20233,05294452,1,12,0,1,3,D,,A,150,D
20233,05294452,2,13,0,1,3,D,,A,150,D
20233,05294792,2,17,0,1,3,D,,A,270,D
20233,05294792,3,18,0,1,3,D,,A,270,D
20233,05294792,4,19,0,1,3,D,,A,270,D
20233,05294922,1,53,0,1,3,D,,A,75,D
20233,05294922,2,54,0,1,3,D,,A,75,D
20233,05295002,1,19,0,1,7,D,,A,3,D
20233,05296262,1,43,0,1,7,D,,A,120,D
20233,05296642,1,31,0,1,3,D,,A,90,D
20233,05296642,2,32,0,1,3,D,,A,90,D
20233,05296682,1,11,0,1,3,D,,A,30,D
20233,05296772,1,28,0,1,3,D,,A,15,D
20233,05296772,2,29,0,1,3,D,,A,15,D
20233,05296772,3,30,0,1,3,D,,A,105,D
20233,05296772,4,31,0,1,3,D,,A,15,D
20233,05296882,1,7,0,1,2,D,,A,260,D
20233,05296882,3,8,0,1,2,D,,A,260,D
20233,05296882,4,9,0,1,2,D,,A,260,D
20233,05344632,1,23,0,1,4,D,,A,700,D
20233,05344912,3,33,0,1,3,D,,A,60,D
20233,05345032,1,10,0,1,2,D,,A,260,D
20233,05345062,1,22,0,1,7,D,,A,40,D
20233,05345062,2,23,0,1,7,D,,A,60,D
20233,05345412,1,9,0,1,1,D,5,D,520,D
20233,05346242,1,25,0,1,7,D,,A,100,D
20233,05346242,2,26,0,1,7,D,,A,100,D
20233,05346242,3,27,0,1,7,D,,A,100,D
20233,05346262,1,6,0,1,2,D,,A,390,D
20233,05346362,1,40,0,1,7,D,,A,22,D
20233,05346842,1,33,0,1,7,D,,A,4,D
20233,05346842,2,34,0,1,7,D,,A,4,D
20233,05346942,1,52,0,1,7,D,,A,45,D
20233,05347422,1,39,0,1,7,D,,A,5,D
20233,05347962,1,17,0,1,3,D,,A,255,D
20233,05347962,2,18,0,1,3,D,,A,255,D
20233,05349052,1,10,0,1,3,D,,A,60,D
20233,05349262,1,8,0,1,2,D,,A,468,D
20233,05349452,1,35,0,1,7,D,,A,20,D
20233,05349452,2,36,0,1,7,D,,A,20,D
20233,05349712,1,36,0,1,7,D,,A,10,D
20233,05349712,2,37,0,1,7,D,,A,10,D
20233,05350052,1,17,0,1,,A,,A,141,F
20233,05350232,1,29,0,1,3,D,,A,60,D
20233,05350232,2,30,0,1,3,D,,A,60,D
20233,05350232,3,31,0,1,3,D,,A,60,D
20233,05350262,1,43,0,1,7,D,,A,20,D
20233,05350732,1,15,0,1,4,D,,A,50,D
20233,05350752,1,32,0,1,3,D,,A,60,D
20233,05350752,2,33,0,1,3,D,,A,120,D
20233,05350842,1,32,0,1,3,D,,A,120,D
20233,05351472,1,15,0,1,3,D,,A,150,D
20233,05351472,4,16,0,1,3,D,,A,150,D
20233,05351682,2,20,0,1,3,D,,A,36,D
20233,05352592,1,32,0,1,1,D,2,D,1915,T
20233,05352592,2,33,0,1,7,D,,A,91,D
20233,05352682,1,17,0,1,7,D,,A,36,D
